	23SC_083M0072_S18	R196_S13	R104_S2	R153_S3	R60_S21	R72_S10	R223_S9	R227_S11	R73_S11	R80_S17	R209_S5	R86_S22	R49_S15	R197_S14	R225_S10	R217_S32	R216_S31	R95_S31	R155_S5	R68_S7	R59_S20	R156_S6	R103_S1	R85_S21	R192_S2	23SG_130M0102_S10	R163_S12	R48_S14	R161_S10	R67_S6	R183_S2	23SG_145M0015_S3	R98_S33	R78_S15	R93_S29	R190_S8	R152_S2	R204_S26	R96_S32	R210_S21	R168_S17	R182_S1	R224_S35	R42_S11	R91_S26	R158_S8	R84_S20	R193_S10	R43_S12	R82_S19	R187_S6	R206_S18	R151_S1	R105_S3	R92_S27	R102_S36	R165_S14	R101_S35	R215_S30	R220_S33	23SH_141M0012_S7	23SH_126M0162_S11	R58_S19	R214_S29	R226_S36	R174_S19	R195_S12	23SG_024M0143_S4	23SH_103M0533_S19	R201_S17	R69_S8	R222_S8	R81_S18	R157_S7	R41_S10	R203_S4	R77_S14	R202_S3	R177_S21	R76_S13	23SB_143M0036_S5	R186_S5	23SH_063M0013_S15	R213_S28	R44_S13	23SC_088M0045_S21	R185_S4	R167_S16	R205_S27	R219_S7	R162_S11	23SH_089M0615_S20	R212_S6	R62_S5	R166_S15	R176_S20	R189_S1	R179_S23	R160_S9	R208_S20	23SH_030M2179_S6	23SH_065M0295_S16	R181_S25	R94_S30	R184_S3	R154_S4	R169_S18	R90_S25	R51_S16	R178_S22	R87_S23	R100_S34	23SH_050M1003_S12	R52_S17	R221_S34	23SH_009M1094_S2	23SH_071M0020_S18	23SC_035M0015_S9	23SH_029M0358_S5	23SH_108M0271_S14	23SH_033M1095_S7	23SH_049M0198_S11	23SH_038M1879_S10	23SH_066M0152_S17	23SG_074M0109_S16	23SC_014M0062_S3	R164_S13	23SH_077M0027_S17	R228_S37	R194_S11	23SC_121M0012_S12	23SH_149M0289_S4	23SH_005M1638_S1	23SH_113M0067_S13	R180_S24	R61_S22	R207_S19	R88_S24	R211_S22	R198_S15	R199_S16	23SH_134M0555_S9	23SB_106M0036_S15	R54_S18	R79_S16	23SH_139M0292_S8	R191_S9	R229_S12	R70_S9	23SH_084M0850_S19	23SC_140M0057_S6	23SG_034M0106_S8	23SH_090M0134_S22	23SH_053M1623_S13	R188_S7
R183_S2	0.008325388900000001	6.52897e-05	6.47085e-05	6.47085e-05	6.45631e-05	6.492660000000001e-05	6.63072e-05	6.48539e-05	6.48539e-05	6.48539e-05	6.48539e-05	6.48539e-05	6.48539e-05	6.492660000000001e-05	6.492660000000001e-05	6.68884e-05	6.68884e-05	6.53624e-05	6.53624e-05	6.594370000000001e-05	6.15647e-05	6.15647e-05	6.1492e-05	5.8494e-05	5.9147899999999997e-05	6.37261e-05	7.35189e-05	2.9791999999999998e-06	1.5985999999999998e-06	1.5258999999999999e-06	0.0	3.6331e-06	2.9791999999999998e-06	2.93327e-05	2.93327e-05	3.44858e-05	0.0001005809	0.0001005809	0.0001005082	0.0001328073	0.0001322988	0.0001336794	0.0001322261	0.0001314995	0.0001321534	0.0001308456	0.0001308456	0.0001307729	0.0001306275	0.0001306275	0.0001306275	0.0001304821	0.0001313542	0.0001306275	0.0001299736	0.0001299736	0.0001299009	0.0001299009	0.0001364063	0.0001371637	0.00014096239999999998	0.0001403085	0.0001408897	0.0001358464	0.0001358464	0.0001351198	0.00013804939999999998	0.00012896039999999999	0.00012896039999999999	0.00013664409999999998	0.0001359902	0.00013729809999999998	0.00013584479999999998	0.0001366687	0.00013674139999999998	0.00013674139999999998	0.000136596	0.00013642679999999999	0.0001371535	0.00013816989999999998	0.0001382426	0.0001382426	0.00013809720000000002	0.00013867840000000002	0.00013725819999999998	0.00013725819999999998	0.0001371855	0.0001447703	0.0001447703	0.0001468048	0.00013783319999999998	0.00013783319999999998	0.0001379036	0.0054074554	0.0054094194000000005	0.0054087655	0.0054138968999999995	0.005411661700000001	0.0054124441	0.0054072045	0.0054027307	0.0074958339	0.007501960500000001	0.007501960500000001	0.0074982270000000005	0.0074982997	0.0074989536	0.0077601287	0.0077570592	0.0077630724	0.0078406774	0.0078389629	0.0078359399	0.0080691707	0.008069921699999998	0.0080700299	0.0079308067	0.0079301528	0.0079300801	0.0079322601	0.0079308795	0.007930806799999999	0.0079300801	0.007930806799999999	0.007929426199999999	0.0080107965	0.0082940142	0.008904443399999998	0.008619206699999998	0.008615413099999998	0.0085983971	0.008114379199999999	0.0081310457	0.008260246	0.0080177238	0.0072665299	0.0076937117	0.0078364468	0.0078364468	0.0081068498	0.0081068498	0.0081068498	0.0081075037	0.008105219799999999	0.008100092599999999	0.008105292399999998	0.0080970699	0.008095035399999999	0.008095035399999999	0.0081023869	0.008105372699999999	0.0081154856	0.0076880009	0.0078552456	0.0082456656
23SG_145M0015_S3	0.0083261156	6.60164e-05	6.54352e-05	6.54352e-05	6.52898e-05	6.565330000000001e-05	6.70339e-05	6.558060000000001e-05	6.558060000000001e-05	6.558060000000001e-05	6.558060000000001e-05	6.558060000000001e-05	6.558060000000001e-05	6.565330000000001e-05	6.565330000000001e-05	6.76151e-05	6.76151e-05	6.60891e-05	6.60891e-05	6.667040000000001e-05	6.22914e-05	6.22914e-05	6.22187e-05	5.92207e-05	5.98746e-05	6.44528e-05	7.42456e-05	5.1590999999999994e-06	3.7785e-06	3.7058e-06	3.6331e-06	0.0	3.7059000000000004e-06	3.0059400000000002e-05	3.0059400000000002e-05	3.52125e-05	0.0001013076	0.0001013076	0.0001012349	0.00013353399999999999	0.0001330255	0.0001344061	0.00013295279999999999	0.0001322262	0.0001328801	0.0001315723	0.0001315723	0.0001314996	0.0001313542	0.0001313542	0.0001313542	0.0001312088	0.0001320809	0.0001313542	0.0001307003	0.0001307003	0.0001306276	0.0001306276	0.000137133	0.0001378904	0.0001416891	0.00014103519999999998	0.00014161639999999998	0.0001365731	0.0001365731	0.0001358465	0.0001387761	0.0001296871	0.0001296871	0.0001373708	0.0001367169	0.0001380248	0.0001365715	0.00013739539999999998	0.0001374681	0.0001374681	0.0001373227	0.0001371535	0.00013788020000000002	0.0001388966	0.0001389693	0.0001389693	0.0001388239	0.0001394051	0.0001379849	0.0001379849	0.0001379122	0.000145497	0.000145497	0.00014753150000000002	0.0001385599	0.0001385599	0.00013863029999999999	0.0054081821	0.0054101461	0.005409492199999999	0.0054146236	0.0054123884	0.0054131708	0.0054079312000000004	0.0054034574	0.0074965606	0.007502687200000001	0.007502687200000001	0.007498953700000001	0.0074990264	0.0074996803	0.0077608554	0.0077577859	0.0077637991000000005	0.0078414041	0.0078396896	0.0078366666	0.0080698974	0.0080706484	0.0080707566	0.0079315334	0.0079308795	0.0079308068	0.0079329868	0.0079316062	0.007931533499999999	0.0079308068	0.007931533499999999	0.0079301529	0.0080115232	0.0082947409	0.0089051701	0.0086199334	0.0086161398	0.008599123799999999	0.0081151059	0.008131772399999999	0.008260972699999999	0.0080184505	0.0072672566	0.0076944384	0.0078371735	0.0078371735	0.0081075765	0.0081075765	0.0081075765	0.0081082304	0.008105946499999999	0.0081008193	0.008106019099999999	0.0080977966	0.008095762099999999	0.008095762099999999	0.0081031136	0.008106099399999999	0.0081162123	0.0076887276000000004	0.0078559723	0.0082463923
R98_S33	0.0083253163	6.52171e-05	6.46359e-05	6.46359e-05	6.449050000000001e-05	6.485400000000001e-05	6.62346e-05	6.478130000000001e-05	6.478130000000001e-05	6.478130000000001e-05	6.478130000000001e-05	6.478130000000001e-05	6.478130000000001e-05	6.485400000000001e-05	6.485400000000001e-05	6.68158e-05	6.68158e-05	6.52898e-05	6.52898e-05	6.587110000000001e-05	6.149210000000001e-05	6.149210000000001e-05	6.14194e-05	5.8421399999999996e-05	5.90753e-05	6.36535e-05	7.344630000000001e-05	4.5052e-06	3.1245999999999997e-06	3.0518999999999995e-06	2.9791999999999998e-06	3.7059000000000004e-06	0.0	2.92601e-05	2.92601e-05	3.44132e-05	0.0001005083	0.0001005083	0.0001004356	0.0001327347	0.0001322262	0.0001336068	0.0001321535	0.0001314269	0.0001320808	0.000130773	0.000130773	0.0001307003	0.0001305549	0.0001305549	0.0001305549	0.0001304095	0.0001312816	0.0001305549	0.000129901	0.000129901	0.0001298283	0.0001298283	0.0001363337	0.0001370911	0.0001408898	0.00014023589999999998	0.00014081709999999998	0.0001357738	0.0001357738	0.0001350472	0.0001379768	0.0001288878	0.0001288878	0.0001365715	0.0001359176	0.0001372255	0.0001357722	0.00013659609999999998	0.0001366688	0.0001366688	0.0001365234	0.0001363542	0.00013708090000000002	0.0001380973	0.00013817000000000001	0.00013817000000000001	0.0001380246	0.0001386058	0.0001371856	0.0001371856	0.0001371129	0.0001446977	0.0001446977	0.00014673220000000002	0.0001377606	0.0001377606	0.000137831	0.0054073828	0.0054093468	0.0054086928999999995	0.0054138243	0.0054115891	0.005412371500000001	0.005407131900000001	0.0054026581	0.007495761300000001	0.007501887900000001	0.007501887900000001	0.007498154400000001	0.0074982271	0.007498881000000001	0.0077600561	0.007756986600000001	0.007762999800000001	0.0078406048	0.0078388903	0.0078358673	0.0080690981	0.0080698491	0.0080699573	0.0079307341	0.0079300802	0.0079300075	0.0079321875	0.0079308069	0.0079307342	0.0079300075	0.0079307342	0.0079293536	0.0080107239	0.0082939416	0.0089043708	0.0086191341	0.0086153405	0.008598324499999999	0.008114306600000001	0.0081309731	0.0082601734	0.0080176512	0.0072664573	0.0076936391	0.007836374200000001	0.007836374200000001	0.0081067772	0.0081067772	0.0081067772	0.0081074311	0.0081051472	0.00810002	0.008105219799999999	0.0080969973	0.0080949628	0.0080949628	0.0081023143	0.008105300099999999	0.008115413	0.007687928300000001	0.007855173	0.008245593
R78_S15	0.0083306844	7.05852e-05	7.0004e-05	7.0004e-05	6.985860000000001e-05	7.022210000000001e-05	7.16027e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.022210000000001e-05	7.022210000000001e-05	7.21839e-05	7.21839e-05	7.06579e-05	7.06579e-05	7.123920000000001e-05	6.686020000000001e-05	6.686020000000001e-05	6.67875e-05	6.37895e-05	6.444340000000001e-05	6.90216e-05	7.881440000000001e-05	3.08587e-05	2.94781e-05	2.94054e-05	2.93327e-05	3.0059400000000002e-05	2.92601e-05	0.0	1.454e-07	3.97813e-05	0.0001058764	0.0001058764	0.0001058037	0.0001381028	0.0001375943	0.0001389749	0.0001375216	0.000136795	0.0001374489	0.0001361411	0.0001361411	0.0001360684	0.000135923	0.000135923	0.000135923	0.0001357776	0.0001366497	0.000135923	0.00013526910000000002	0.00013526910000000002	0.0001351964	0.0001351964	0.0001417018	0.0001424592	0.0001462579	0.000145604	0.0001461852	0.0001411419	0.0001411419	0.0001404153	0.00014334489999999998	0.0001342559	0.0001342559	0.00014193959999999999	0.0001412857	0.00014259359999999998	0.0001411403	0.0001419642	0.0001420369	0.0001420369	0.0001418915	0.0001417223	0.000142449	0.00014346539999999998	0.0001435381	0.0001435381	0.00014339270000000002	0.00014397390000000002	0.00014255369999999998	0.00014255369999999998	0.000142481	0.0001500658	0.0001500658	0.0001521003	0.00014312869999999998	0.00014312869999999998	0.0001431991	0.0054127509	0.0054147149	0.0054140609999999995	0.0054191924	0.0054169572	0.005417739600000001	0.005412500000000001	0.0054080262	0.007501129400000001	0.007507256000000001	0.007507256000000001	0.007503522500000001	0.0075035952	0.007504249100000001	0.0077654242	0.007762354700000001	0.007768367900000001	0.0078459729	0.0078442584	0.0078412354	0.0080744662	0.0080752172	0.0080753254	0.0079361022	0.0079354483	0.0079353756	0.0079375556	0.007936175	0.0079361023	0.0079353756	0.0079361023	0.0079347217	0.008016092	0.0082993097	0.0089097389	0.0086245022	0.0086207086	0.008603692599999999	0.008119674700000001	0.0081363412	0.0082655415	0.0080230193	0.0072718254	0.0076990072	0.007841742300000001	0.007841742300000001	0.0081121453	0.0081121453	0.0081121453	0.0081127992	0.0081105153	0.0081053881	0.008110587899999999	0.0081023654	0.0081003309	0.0081003309	0.0081076824	0.008110668199999999	0.0081207811	0.007693296400000001	0.0078605411	0.0082509611
R93_S29	0.0083306844	7.05852e-05	7.0004e-05	7.0004e-05	6.985860000000001e-05	7.022210000000001e-05	7.16027e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.014940000000001e-05	7.022210000000001e-05	7.022210000000001e-05	7.21839e-05	7.21839e-05	7.06579e-05	7.06579e-05	7.123920000000001e-05	6.686020000000001e-05	6.686020000000001e-05	6.67875e-05	6.37895e-05	6.444340000000001e-05	6.90216e-05	7.881440000000001e-05	3.08587e-05	2.94781e-05	2.94054e-05	2.93327e-05	3.0059400000000002e-05	2.92601e-05	1.454e-07	0.0	3.97813e-05	0.0001058764	0.0001058764	0.0001058037	0.0001381028	0.0001375943	0.0001389749	0.0001375216	0.000136795	0.0001374489	0.0001361411	0.0001361411	0.0001360684	0.000135923	0.000135923	0.000135923	0.0001357776	0.0001366497	0.000135923	0.00013526910000000002	0.00013526910000000002	0.0001351964	0.0001351964	0.0001417018	0.0001424592	0.0001462579	0.000145604	0.0001461852	0.0001411419	0.0001411419	0.0001404153	0.00014334489999999998	0.0001342559	0.0001342559	0.00014193959999999999	0.0001412857	0.00014259359999999998	0.0001411403	0.0001419642	0.0001420369	0.0001420369	0.0001418915	0.0001417223	0.000142449	0.00014346539999999998	0.0001435381	0.0001435381	0.00014339270000000002	0.00014397390000000002	0.00014255369999999998	0.00014255369999999998	0.000142481	0.0001500658	0.0001500658	0.0001521003	0.00014312869999999998	0.00014312869999999998	0.0001431991	0.0054127509	0.0054147149	0.0054140609999999995	0.0054191924	0.0054169572	0.005417739600000001	0.005412500000000001	0.0054080262	0.007501129400000001	0.007507256000000001	0.007507256000000001	0.007503522500000001	0.0075035952	0.007504249100000001	0.0077654242	0.007762354700000001	0.007768367900000001	0.0078459729	0.0078442584	0.0078412354	0.0080744662	0.0080752172	0.0080753254	0.0079361022	0.0079354483	0.0079353756	0.0079375556	0.007936175	0.0079361023	0.0079353756	0.0079361023	0.0079347217	0.008016092	0.0082993097	0.0089097389	0.0086245022	0.0086207086	0.008603692599999999	0.008119674700000001	0.0081363412	0.0082655415	0.0080230193	0.0072718254	0.0076990072	0.007841742300000001	0.007841742300000001	0.0081121453	0.0081121453	0.0081121453	0.0081127992	0.0081105153	0.0081053881	0.008110587899999999	0.0081023654	0.0081003309	0.0081003309	0.0081076824	0.008110668199999999	0.0081207811	0.007693296400000001	0.0078605411	0.0082509611
R190_S8	0.0083343843	7.42851e-05	7.37039e-05	7.37039e-05	7.355850000000001e-05	7.3922e-05	7.53026e-05	7.384930000000001e-05	7.384930000000001e-05	7.384930000000001e-05	7.384930000000001e-05	7.384930000000001e-05	7.384930000000001e-05	7.3922e-05	7.3922e-05	7.588380000000001e-05	7.588380000000001e-05	7.435780000000001e-05	7.435780000000001e-05	7.49391e-05	7.056010000000001e-05	7.056010000000001e-05	7.04874e-05	6.74894e-05	6.81433e-05	7.27215e-05	8.25143e-05	3.60118e-05	3.46312e-05	3.45585e-05	3.44858e-05	3.52125e-05	3.44132e-05	3.97813e-05	3.97813e-05	0.0	0.0001095763	0.0001095763	0.00010950359999999999	0.0001418027	0.0001412942	0.0001426748	0.0001412215	0.0001404949	0.0001411488	0.000139841	0.000139841	0.00013976830000000002	0.0001396229	0.0001396229	0.0001396229	0.0001394775	0.0001403496	0.0001396229	0.00013896900000000002	0.00013896900000000002	0.0001388963	0.0001388963	0.0001454017	0.00014615910000000001	0.0001499578	0.0001493039	0.0001498851	0.0001448418	0.0001448418	0.0001441152	0.00014704479999999999	0.0001379558	0.0001379558	0.0001456395	0.0001449856	0.00014629349999999998	0.0001448402	0.0001456641	0.0001457368	0.0001457368	0.0001455914	0.0001454222	0.0001461489	0.00014716529999999999	0.000147238	0.000147238	0.00014709260000000002	0.00014767380000000002	0.00014625359999999998	0.00014625359999999998	0.0001461809	0.0001537657	0.0001537657	0.0001558002	0.00014682859999999999	0.00014682859999999999	0.000146899	0.0054164508	0.0054184148	0.0054177609000000005	0.0054228923	0.0054206571	0.0054214395	0.0054161999	0.0054117261	0.007504829300000001	0.0075109559000000005	0.0075109559000000005	0.0075072224	0.007507295100000001	0.007507949000000001	0.007769124100000001	0.0077660546	0.0077720678	0.0078496728	0.007847958300000001	0.0078449353	0.0080781661	0.0080789171	0.008079025299999999	0.0079398021	0.007939148200000001	0.0079390755	0.007941255500000001	0.0079398749	0.0079398022	0.0079390755	0.0079398022	0.0079384216	0.0080197919	0.0083030096	0.0089134388	0.0086282021	0.0086244085	0.0086073925	0.0081233746	0.0081400411	0.0082692414	0.0080267192	0.0072755253	0.007702707100000001	0.0078454422	0.0078454422	0.0081158452	0.0081158452	0.0081158452	0.0081164991	0.0081142152	0.008109088	0.0081142878	0.0081060653	0.0081040308	0.0081040308	0.008111382299999999	0.0081143681	0.008124481	0.0076969963	0.007864241000000001	0.008254661
R152_S2	0.008338965	0.0001164	0.0001158188	0.0001158188	0.0001156734	0.00011603690000000001	0.0001174175	0.0001159642	0.0001159642	0.0001159642	0.0001159642	0.0001159642	0.0001159642	0.00011603690000000001	0.00011603690000000001	0.0001179987	0.0001179987	0.0001164727	0.0001164727	0.00011705400000000001	0.000112675	0.000112675	0.0001126023	0.0001096043	0.0001102582	0.0001148364	0.00012462919999999998	0.0001021069	0.0001007263	0.0001006536	0.0001005809	0.0001013076	0.0001005083	0.0001058764	0.0001058764	0.0001095763	0.0	1.454e-07	2.1809999999999997e-07	0.0001463834	0.0001458749	0.0001472555	0.0001458022	0.0001450756	0.0001457295	0.0001444217	0.0001444217	0.000144349	0.00014420360000000002	0.00014420360000000002	0.00014420360000000002	0.00014405819999999998	0.0001449303	0.00014420360000000002	0.0001435497	0.0001435497	0.00014347699999999998	0.00014347699999999998	0.0001499824	0.0001507398	0.0001545385	0.0001538846	0.0001544658	0.0001494225	0.0001494225	0.0001486959	0.0001516255	0.0001425365	0.0001425365	0.0001502202	0.0001495663	0.0001508742	0.0001494209	0.0001502448	0.0001503175	0.0001503175	0.0001501721	0.0001500029	0.0001507296	0.000151746	0.00015181869999999998	0.00015181869999999998	0.0001516733	0.0001522545	0.0001508343	0.0001508343	0.0001507616	0.0001583464	0.0001583464	0.00016038090000000001	0.0001514093	0.0001514093	0.0001514797	0.0054210314999999995	0.0054229955	0.0054223416	0.005427473	0.0054252378	0.0054260202	0.0054207806	0.0054163067999999995	0.00750941	0.0075155366	0.0075155366	0.0075118031	0.007511875800000001	0.0075125297	0.0077737048000000005	0.007770635299999999	0.0077766484999999995	0.0078542535	0.007852539	0.007849515999999999	0.0080827468	0.008083497799999999	0.008083605999999998	0.0079443828	0.0079437289	0.0079436562	0.0079458362	0.007944455599999999	0.0079443829	0.0079436562	0.0079443829	0.0079430023	0.0080243726	0.008307590299999999	0.008918019499999999	0.008632782799999999	0.0086289892	0.0086119732	0.0081279553	0.0081446218	0.0082738221	0.0080312999	0.007280106	0.0077072878000000004	0.0078500229	0.0078500229	0.008120425899999999	0.008120425899999999	0.008120425899999999	0.0081210798	0.0081187959	0.0081136687	0.0081188685	0.008110646	0.0081086115	0.0081086115	0.008115962999999999	0.0081189488	0.008129061699999999	0.007701576999999999	0.0078688217	0.0082592417
R204_S26	0.008338965	0.0001164	0.0001158188	0.0001158188	0.0001156734	0.00011603690000000001	0.0001174175	0.0001159642	0.0001159642	0.0001159642	0.0001159642	0.0001159642	0.0001159642	0.00011603690000000001	0.00011603690000000001	0.0001179987	0.0001179987	0.0001164727	0.0001164727	0.00011705400000000001	0.000112675	0.000112675	0.0001126023	0.0001096043	0.0001102582	0.0001148364	0.00012462919999999998	0.0001021069	0.0001007263	0.0001006536	0.0001005809	0.0001013076	0.0001005083	0.0001058764	0.0001058764	0.0001095763	1.454e-07	0.0	2.1809999999999997e-07	0.0001463834	0.0001458749	0.0001472555	0.0001458022	0.0001450756	0.0001457295	0.0001444217	0.0001444217	0.000144349	0.00014420360000000002	0.00014420360000000002	0.00014420360000000002	0.00014405819999999998	0.0001449303	0.00014420360000000002	0.0001435497	0.0001435497	0.00014347699999999998	0.00014347699999999998	0.0001499824	0.0001507398	0.0001545385	0.0001538846	0.0001544658	0.0001494225	0.0001494225	0.0001486959	0.0001516255	0.0001425365	0.0001425365	0.0001502202	0.0001495663	0.0001508742	0.0001494209	0.0001502448	0.0001503175	0.0001503175	0.0001501721	0.0001500029	0.0001507296	0.000151746	0.00015181869999999998	0.00015181869999999998	0.0001516733	0.0001522545	0.0001508343	0.0001508343	0.0001507616	0.0001583464	0.0001583464	0.00016038090000000001	0.0001514093	0.0001514093	0.0001514797	0.0054210314999999995	0.0054229955	0.0054223416	0.005427473	0.0054252378	0.0054260202	0.0054207806	0.0054163067999999995	0.00750941	0.0075155366	0.0075155366	0.0075118031	0.007511875800000001	0.0075125297	0.0077737048000000005	0.007770635299999999	0.0077766484999999995	0.0078542535	0.007852539	0.007849515999999999	0.0080827468	0.008083497799999999	0.008083605999999998	0.0079443828	0.0079437289	0.0079436562	0.0079458362	0.007944455599999999	0.0079443829	0.0079436562	0.0079443829	0.0079430023	0.0080243726	0.008307590299999999	0.008918019499999999	0.008632782799999999	0.0086289892	0.0086119732	0.0081279553	0.0081446218	0.0082738221	0.0080312999	0.007280106	0.0077072878000000004	0.0078500229	0.0078500229	0.008120425899999999	0.008120425899999999	0.008120425899999999	0.0081210798	0.0081187959	0.0081136687	0.0081188685	0.008110646	0.0081086115	0.0081086115	0.008115962999999999	0.0081189488	0.008129061699999999	0.007701576999999999	0.0078688217	0.0082592417
R96_S32	0.008338892300000001	0.0001163273	0.00011574609999999999	0.00011574609999999999	0.0001156007	0.00011596419999999999	0.0001173448	0.0001158915	0.0001158915	0.0001158915	0.0001158915	0.0001158915	0.0001158915	0.00011596419999999999	0.00011596419999999999	0.000117926	0.000117926	0.0001164	0.0001164	0.00011698129999999999	0.0001126023	0.0001126023	0.0001125296	0.0001095316	0.00011018549999999998	0.0001147637	0.0001245565	0.00010203419999999999	0.00010065359999999999	0.0001005809	0.0001005082	0.0001012349	0.0001004356	0.0001058037	0.0001058037	0.00010950359999999999	2.1809999999999997e-07	2.1809999999999997e-07	0.0	0.0001463107	0.0001458022	0.0001471828	0.0001457295	0.00014500290000000001	0.00014565679999999998	0.000144349	0.000144349	0.00014427629999999998	0.0001441309	0.0001441309	0.0001441309	0.0001439855	0.00014485760000000001	0.0001441309	0.00014347699999999998	0.00014347699999999998	0.0001434043	0.0001434043	0.0001499097	0.00015066709999999998	0.0001544658	0.0001538119	0.0001543931	0.0001493498	0.0001493498	0.00014862319999999998	0.0001515528	0.0001424638	0.0001424638	0.0001501475	0.0001494936	0.0001508015	0.0001493482	0.0001501721	0.0001502448	0.0001502448	0.0001500994	0.0001499302	0.0001506569	0.0001516733	0.000151746	0.000151746	0.00015160059999999999	0.0001521818	0.0001507616	0.0001507616	0.00015068889999999999	0.0001582737	0.0001582737	0.0001603082	0.0001513366	0.0001513366	0.000151407	0.0054209588	0.0054229228	0.0054222689	0.005427400299999999	0.0054251651000000005	0.0054259475	0.0054207079	0.0054162341	0.0075093373	0.007515463900000001	0.007515463900000001	0.0075117304000000005	0.0075118031	0.007512457	0.0077736320999999995	0.0077705626	0.0077765758	0.007854180799999999	0.0078524663	0.0078494433	0.0080826741	0.008083425099999998	0.0080835333	0.0079443101	0.0079436562	0.0079435835	0.0079457635	0.0079443829	0.007944310199999999	0.0079435835	0.007944310199999999	0.007942929599999999	0.0080242999	0.0083075176	0.008917946799999998	0.008632710099999998	0.008628916499999998	0.0086119005	0.008127882599999999	0.0081445491	0.0082737494	0.0080312272	0.0072800333	0.0077072150999999995	0.0078499502	0.0078499502	0.0081203532	0.0081203532	0.0081203532	0.008121007099999999	0.008118723199999999	0.008113595999999999	0.008118795799999998	0.0081105733	0.008108538799999999	0.008108538799999999	0.0081158903	0.008118876099999998	0.008128989	0.0077015043	0.007868749	0.008259169
R210_S21	0.008332018399999998	0.00014862639999999998	0.00014804519999999998	0.00014804519999999998	0.0001478998	0.0001482633	0.0001496439	0.00014819060000000002	0.00014819060000000002	0.00014819060000000002	0.00014819060000000002	0.00014819060000000002	0.00014819060000000002	0.0001482633	0.0001482633	0.0001502251	0.0001502251	0.0001486991	0.0001486991	0.0001492804	0.0001449014	0.0001449014	0.0001448287	0.00014183069999999998	0.0001424846	0.0001470628	0.0001568556	0.00013433329999999998	0.0001329527	0.00013288	0.0001328073	0.00013353399999999999	0.0001327347	0.0001381028	0.0001381028	0.0001418027	0.0001463834	0.0001463834	0.0001463107	0.0	9.446999999999999e-07	2.3253e-06	8.719999999999999e-07	1.5985999999999998e-06	2.2525e-06	2.3979e-06	2.3979e-06	2.3252e-06	2.3252e-06	2.4706000000000005e-06	2.4706000000000005e-06	2.4706000000000005e-06	4.7959e-06	4.0692e-06	3.4153000000000006e-06	3.4153000000000006e-06	3.3426000000000004e-06	3.3426000000000004e-06	2.48358e-05	2.55932e-05	2.9391900000000002e-05	2.8738e-05	2.9319200000000002e-05	2.71825e-05	2.71825e-05	2.6455900000000002e-05	2.9385500000000002e-05	3.67825e-05	3.67825e-05	4.73728e-05	4.6718900000000004e-05	4.80268e-05	4.6573500000000004e-05	4.73974e-05	4.74701e-05	4.74701e-05	4.7324700000000004e-05	4.71555e-05	4.78822e-05	4.88986e-05	4.89713e-05	4.89713e-05	4.88259e-05	4.94071e-05	4.79869e-05	4.79869e-05	4.79142e-05	5.5499e-05	5.5499e-05	5.753350000000001e-05	4.856189999999999e-05	4.856189999999999e-05	4.86323e-05	0.0054140848999999994	0.0054160489	0.005415395	0.0054205264	0.0054182912	0.0054190736	0.005413834	0.005409360199999999	0.0075024634	0.00750859	0.00750859	0.0075048565	0.0075049292000000005	0.0075055831	0.0077667582	0.007763688699999999	0.007769701899999999	0.0078473069	0.0078455924	0.007842569399999999	0.008075800199999998	0.008076551199999999	0.0080766594	0.0079374362	0.0079367823	0.0079367096	0.0079388896	0.007937508999999999	0.0079374363	0.0079367096	0.0079374363	0.0079360557	0.008017426	0.0083006437	0.008911072899999999	0.008625836199999999	0.0086220426	0.0086050266	0.0081210087	0.0081376752	0.0082668755	0.0080243533	0.0072731594	0.0077003412	0.0078430763	0.0078430763	0.008113479299999999	0.008113479299999999	0.008113479299999999	0.0081141332	0.0081118493	0.0081067221	0.0081119219	0.008103699399999999	0.0081016649	0.0081016649	0.008109016399999999	0.0081120022	0.008122115099999999	0.007694630399999999	0.0078618751	0.0082522951
